name,closest
Roys Pioneer Club,
Waffle Cabin @ Killington - Bear Mountain,
Cajun Bee's,
Bigfoots Bar and Grill,
Sugarbird Sweets Cafe - Montrose,
China inn cafe,"[279, 2158, 2192, 2271, 2464, 2550]"
One Iron Bar,
El Comal Cocina y Cantina,[380]
Innova Coffee,
Show Pigeon Coffee,
BENTO Tallahassee,[24]
Sucre Cafe,
Ness' Cafe,"[179, 236, 743, 1277, 1430]"
The Tiki Bar on Seneca Lake,"[43, 55, 275, 535, 1054, 1064, 1497, 1696, 2038, 2973]"
Cafe Hue,"[11, 26, 61, 143, 200, 249, 282, 283, 407, 547, 562, 610, 690, 811, 857, 864, 948, 998, 1001, 1107, 1399, 1442, 1488, 1544, 1739, 1987, 2016, 2068, 2126, 2159, 2304, 2352, 2508, 2520, 2573, 2615, 2629, 2685, 2697, 2702, 2709, 2721, 2725]"
Margarita’s Latin Soul Food,
Chow Mein Express,
"Dr. Thomas J. Duncan, MD",
Soul food shack,
Tamp Arkansas,
Canterbury Royale Gourmet,
Tannourine Restaurant,
Schooner Inn Cafe,
Otter Outpost,
Barry's Old School Irish,
Bar Tree Apartments,"[849, 1059, 1311, 2564]"
Peabody's Pizza Company,
Ivy Farm restaurant,
Crown Lodge & Restaurant,
The Nomad Food Truck,"[560, 717, 789, 1360, 1564, 1858, 2331, 2498]"
Main Street Deli & Cafe,"[21, 423, 1839, 2112]"
Seeboth Delicatessen,
Tramonti,
Revelation,[647]
Elephant Cafe,
Mickies restaurant,
The Castaway,"[92, 105, 239, 284, 480, 519, 537, 652, 687, 789, 1048, 1205, 1276, 1459, 1649, 2090, 2144, 2229, 2250, 2315, 2347]"
Martini's Kzoo,[2874]
Cafe Via Flora,"[11, 26, 61, 143, 249, 283, 407, 547, 562, 610, 690, 811, 857, 1001, 1107, 1375, 1442, 2016, 2126, 2159, 2508, 2520, 2629, 2697, 2709, 2725]"
Cornmarket Cafe,
Totem Cafe,
Odessa,
Mushers Cafe,
Domenico's Pizza,
Shake-It,
Tap Tea Bar Pointe,
Morrisons Daily- Collingwood,[523]
Tims Bar and Grill,
The Bears' Den at Hershey Lodge,"[25, 671, 1497, 2867]"
Seafood Ecosse,
Hoops Inn & Country Hotel,
"Bagels & Brews, LLC, Sesser, Illinois, USA",
Five Guys Norwich,"[2529, 2916]"
Arabica Coffee Crawley,
Table 57,[714]
The Bar'N And Grill,"[110, 156, 698, 789, 1240, 1317, 1562, 1624, 2128, 2232, 2331, 2638, 2882, 2923]"
Tiny's Burger Barn,
Berta's Cafe,"[301, 456]"
The Rusty bike Cafe,"[348, 789, 1048, 1610, 2128, 2906, 2910]"
The Blue Mug Coffee Bar @35th,"[156, 1822, 2502]"
Jane's Coffee House,[530]
KFC Bangor North Wales - High Street,
Nick's Sports Grill,
NY Korean BBQ Restaurant,
Momiji Sushi & Grill,
Niblick Restaurant & Lounge,
Primanti Bros. Restaurant and Bar Johnstown,
Biltmore,"[1129, 1905]"
Butch's Diner,
Dot's Cafe,[179]
Old Burdick's Bar & Grill at Wings West,
Mojo Asian Cuisine & Sushi Bar,
Kyoto Teriyaki Restaurant,
Topshelf Pizza & Pub,
Bonzer's Sandwich Pub,
The Incredible Chefs,"[789, 1355, 1562]"
The frozen palm tree,"[25, 662, 789, 1172, 1858, 2344, 2625]"
Flightline Cafe,
East Gourmet Restaurant,
Elias Pizza & Restaurant,
Flanagan's Pub,
Cafe Savini,"[11, 61, 143, 249, 407, 547, 562, 610, 857, 948, 1107, 1375, 1399, 1544, 1739, 1940, 2068, 2126, 2352, 2508, 2520, 2573, 2615, 2685, 2721, 2725]"
Common,[1998]
Beautiful Meanings Beauty Bar,
Sam & Doms Bar & Grill,
MyMakan (formerly Kuala Lumpur Malaysian Restaurant and Bar),
Birrieria Los patroncitos,
Caribbean Island Cafe,
Unique Taste Haitian Style,
The Beauty Bar Starkville,"[1696, 1822, 1941, 2973]"
Apedale Heritage Centre,
Cobblestone Pizza Co,
Brazilian Bakery Cafe,
Bottoms Up Restaurant and Pub,
New York City Sub Shop - Jackson Hole,
Mason's Bar and Grill,[2041]
Da Vinci Restaurant Pizzeria,
Barley Coffee Cafe,"[849, 1059, 1311]"
The Bayou Cafe,"[519, 687, 789, 1048, 1172, 1205, 1276, 1333, 1397, 1649, 2144, 2322]"
Carmalt,"[2260, 2675]"
Chaat N Dosa - Frisco TX - Pure Vegetarian and Vegan Restaurant,
Pancho's restaurant,
William III Cafe,
Courtyard Mimosas,[2928]
The Kingfisher Cafe at Castle Espie,"[635, 1696]"
Sassafras Harbor Cafe,
Tacos Mexico and Texas Grill,[1746]
Ruby's Roadside Grill,[2833]
Pi Local,
Yellowjacket,
Howe Leslie M,
Pizza Peepers,"[2093, 2956]"
Peregrine Espresso,
Kim's Place Cafe,
Chinese food (Hong kong chef v),
Island Root Kava Bar Stuart,[531]
Joe K's Restaurant,
Pollo Encantado Food Truck,
FROTH,[1753]
Tropical Rhythm Island Restaurant,
Charlie McDonald Photography,[454]
Wendy's Art and Frame Shop,"[524, 1144]"
Egbar Coffee Company,
E3 Cafe,[845]
Vito's Pizza & Grill,[1705]
Morgan's Restaurant,
Cover Two Sports Cafe,[851]
Cafe Canna Buzzz,"[11, 26, 547, 1375, 2573, 2725]"
The Old Grist Mill,"[217, 404, 698, 789, 969, 1252, 1416, 2232, 2331, 2638, 2863]"
The Sapphire Salon & Lash Bar,"[25, 144, 1064, 1200, 1206, 1497, 2135, 2175, 2930, 2973]"
Mac Tabby Cat Cafe - Charlotte,
Agave Plaza,
Francine restaurant,
El Barquito Restaurant,[2420]
Swings-N-Things Fun Park,
Chicorys At The Palace Cafe,
The Shop by Island Creek Oysters,"[1064, 1374, 1409, 1490, 2056, 2987]"
The Garage Coffee Shop,"[1227, 2115, 2923]"
Cultiva East Campus,
Chaigon restaurante,
Fork & Compass,
Arcana Bar and Lounge,
Birrieria Matador,
Stay Golden,
The Rose House,"[239, 303, 424, 509, 789, 836, 1048, 1056, 1173, 1301, 1604, 1712, 1725, 1822, 1842, 2090, 2125, 2178, 2803, 2906]"
"Tugger’s, Brian’s, and Trisha’s Cafe and Catering",
Leo's Sub Shop,
The Blacksmith's Coffee Shop,"[424, 517, 1309, 2404]"
Kantina Restaurant,
Allegro Restaurant,
Doozys,
Royal Lodge,"[2213, 2460]"
Feddix Deli Kitchen,
Andy's Grill and Recreation,[2217]
LUNA Kitchen & Cocktails,
Milford Pizza Palace,[2120]
Travelodge Carlisle Central,
650 Lincoln,"[206, 1297]"
That Place Restaurant & Catering,
Mastrick Fish Bar,[2041]
Happy Tom's Restaurant,
McDonald Physical Therapy,"[904, 1538, 2309, 2590]"
2 Peaches,
Jolly Pumpkin Café & Brewery,
Gold Coast Catering & Restaurant,
Savage Coffee,
Beach Side Café,
Café Pizzeria (For pizza & kebab delivery call 01279 641 411),"[365, 1325, 1533]"
SASHA CARIBBEAN RESTAURANT,
Umi Japanese Bar and Restaurant,
"165° Brew, LLC",
Thibodeaux's Cajun Food,
1871 Café,"[11, 287, 365, 547, 864, 1325, 1528, 1940, 2156, 2201, 2412, 2725]"
La Jerezana,
Get stuff'd,[2936]
Meal of the Day Cafe,
Breedlove's Seafood,
"McDonald Property Services, LLC","[1522, 2309, 2590]"
Firehouse Subs Maison Market,[160]
Cumnock Factory Outlet,
Rancho Latino Lechonera-Restaurant,
Domino's Farms Office Park,[309]
Cherry Tree Bakery & Cafe,
Cafe 210 West,"[11, 26, 61, 143, 249, 282, 283, 407, 547, 562, 610, 811, 857, 948, 1107, 1375, 1442, 1739, 1987, 2126, 2304, 2352, 2520, 2573, 2615, 2629, 2697, 2721, 2725]"
S3 Coffee Bar,
La Casa Vicina,
Rosalee's Pizzeria,
Walk-On's Sports Bistreaux - San Antonio Restaurant,
Firewood Grill,
MyDesigner Studio Cafe,
MAC'S TREE SERVICE (Don McDonald),
First Glass Wine Bar,[1737]
Fazenda Rodizio Bar & Grill Liverpool,
Roger's Market,
CAMP Modern American Eatery,
Angel Falls Coffee Company,
Méxican Deli,
PORT SUBS,
SQeZ,
Forbes Bar,
Drovers Restaurant,
The Jolly Sandwich Bar,"[247, 511, 596, 717, 836, 1355, 1416, 1436, 1726, 1858, 2017, 2030, 2125, 2232, 2331, 2680]"
Graham's Up In Smoke BBQ,
The Thurman Cafe,"[140, 156, 519, 532, 789, 1172, 1313, 1360, 1390, 1658, 1712, 2475, 2910, 2935]"
Las Hadas Bar and Grill,
Monaco Inn Restaurant,
Cup & Cone,[1231]
Rock Island Bar,[546]
American Bell Food & Spirits,"[754, 1906]"
"Bandana's Bar-B-Q Collinsville, IL",
Port Lounge & Smokehouse,
Thai Lanna & Sushi Bar,"[208, 298]"
ATM (Shell Ilminster),
The Mill Restaurant & Coffee Shop,"[369, 615, 1219, 1771, 2049, 2421, 2614]"
The Primitive Waffle Cavé,
Rosearista Coffee Shop,
Markie's Pizza,[1398]
Lefty's Barbeque,
Heisler's Campground and Pub,
Wendys Cleaninig Service,[1144]
Dos Molinos Mexican Restaurant,[2053]
To Bros Burger,
Sweet Irene's Coffee,"[374, 1049, 2487]"
Little Poland,[1099]
Curley's On Cotton Lake,
The Pampered Beauty Bar,"[369, 2331]"
Shahenshah Indian Restaurant,
Model Tavern,
Asda Newmains Superstore,"[1210, 2544]"
Beadery Cafe,
Chilli Waves,
BARNYARD BBQ,"[849, 1059, 1311]"
JG Five Star Restaurant & Bar,
Naissance Cafe,
J & M's Hill Country Bar-B-Q,
"The Inn at Lander, Travelodge by Wyndham",
Harrison / Roosevelt (Mall),
Brigs at the Crossing Restaurant,
Black Rock Bar & Grill - Utica,[1984]
Slash X Ranch Cafe,
Huan Xi Chinese Restaurant,
little america restaurant and bar,
Benny J's Pizza,
The Shop on 2nd,"[789, 836, 1172, 1725, 1842, 2144]"
Bethel Fest Hall,
Double Dutch Pancake House,
Panda Garden Restaurant & Takeaway,
J & L's Pizza Korner,
Elk Creek Vineyards,
the Test Kitchen,"[239, 247, 511, 699, 789, 1048, 1056, 1313, 1355, 1419, 1564, 1658, 1725, 1726, 1902, 2897, 2906]"
Elevation Smoothie Bar,
Four Lands Bar,
Coffee Revolution,"[563, 723, 1188, 2072, 2634]"
Blue Ribbon Sushi Bar & Grill,"[388, 2173, 2656]"
Restaurant El Herradero,"[115, 467, 805, 2015, 2559, 2904]"
Principio Coffee,
Tito's Sloppy Doggs,
Blue Cotton Bake Shop,
Manzanita Market,
Palio Pizzeria,
Ideal Bagel Co,
B2 Bar and Grill,
Starbuck Waterfowl Production Area,"[1225, 1946]"
The Grill at Lisbon,"[43, 698, 734, 789, 854, 969, 1278, 1416, 1858, 2017, 2863, 2923, 2959]"
McMenamins Sand Bar,
One City Café at Bishop Sullivan Center,
English Rose Tea Room,
Nash's Steak House,
My Place Sports Bar,
Lark Creek Restaurant Group,
B&A Paradise Pizzeria & Restaurant,
Apache Pizza Drogheda,
Tropical Birdland,
Roman Pizzeria & Restaurant,
Dolce Bagel & Cafe,
JoJo's Gelato & Grill,
San Luis Restaurant,"[1032, 2493]"
Jay Berry's Cafe,
Coghlans at Barningham,
Catanzaro's Pizzeria Cranston,[390]
Mountain 2 Island at the Rock House Marina,
La Michoacana #2,
Kona Coffee & Tea,
Capt Hirams Resort,
Mariachi Mexican Bar and Grill,
El Sabrocito Mexican Restaurant,
Fred's Lounge,[2516]
Flavors Restaurant & Lounge,
The Hay Shed,"[110, 284, 480, 537, 687, 789, 807, 1048, 1173, 1205, 1240, 1276, 1397, 1459, 2090, 2125, 2184, 2229, 2250, 2331, 2347, 2371, 2882, 2925, 2935]"
Buckeye Chocolate Café Bainbridge,
Ginos Bar,
Philly Down South,
Rollin' with the Homies,
Rise And Shine Cabaret Cafe,
Sweet Bees,"[262, 374, 1736, 2203]"
Bubba's Southern Barbeque,
Back Forty Barbecue,
The Milkman's Bar,"[315, 404, 789, 852, 1048, 1173, 1240, 1564, 2180, 2242, 2347, 2499, 2914, 2935]"
Moe's To Go Sub Sandwiches,
Little Zoe's Pizza. Brick Oven and Take & Bake,
Open Space Cafe Theatre,
Chicken King #2,
Powerhouse bar,
Brunzies,
LaGrande Pizza,
Zerodegrees Microbrewery Restaurant Cardiff,
Yo Wild,
La Diferente,[75]
Fro Yo Cafe,[301]
Solé Grill and Sushi Bar,
Benny's of Simsbury,
The New Philly Family Bar,[369]
Trophy Racks Bar,
The Window,"[789, 836, 1048, 1205, 1725, 1921, 2180, 2250, 2499, 2846, 2914]"
Santa Rosa Mexican Restaurant and Bar,
Biggins Sports Bar & Grill,
Wildwoods Bar & Grill,[2273]
Morrisons Select - Kings Weston,
Rosario's Italian Restaurant,
Momma N.O. Cajun Kitchen,
TJ's of Edina Restaurant,
Mochinut Edmonds,
"Twin Lakes Creamery, Grill & Inn",
Beck's Express on Main,
Locanda Romana,
Taqueria Tatemados,"[254, 372, 679, 843, 1104, 1691, 2248, 2482, 2684, 2985]"
Nana’s Delicious,[2454]
Via Roma Pizzeria,
Horse & Cow Bar & Grill,
Cerealism,
Taqueria El Jefe,"[254, 372, 1104, 1686, 2248, 2482, 2684, 2985]"
L7 Bar & Grill,[2506]
The Southern Steak & Oyster,"[275, 496, 1127, 1209, 1941, 1964, 2067, 2806, 2867, 2973]"
Cucina Rustica,
Berties Music Bar,
The King's Seat Bar & Grill,"[89, 172, 348, 420, 854, 1200, 1374, 1465, 1822, 1941, 2027, 2038, 2135, 2680, 2973]"
"EVEN Hotel Sarasota-Lakewood Ranch, an IHG Hotel",
Chan's Inn Chinese Restaurant,[2415]
The 19th Hole Grill & Bar,"[55, 420, 854, 1018, 1200, 1209, 1562, 1822, 2094, 2909, 2980]"
Shan Kishi Japanese Hibachi,[1232]
B&B Caribbean Restaurant LLC,
Oasis Palace Restaurant,
Little Addy's Inc,[779]
B.C. Pizza Boyne City - North,
Vito's Pizza Shop,[1485]
DeJs Beauty Bar,
Brother's Bar,"[670, 1785]"
Viceroy Restaurant Stafford,
Anna's Country Kitchen,
Niagara Region Public Health,
Former McDonald's,
The Drugstore Cafe,"[91, 765, 789, 1172, 1173, 1505, 1564, 1842, 2125, 2315, 2331, 2910]"
Rodiron Grill,
Wendy Glaister Interiors,"[1144, 1580]"
Dobbies Cafe,
Falcon Center Dining Hall,
Mezcal Bar & Grill,
Nicolet Beach Snack Bar,
Namaste Nepalese and Indian Restaurant,
Enchanted Cakes & Coffee House,
Chip's Shrimp & Fish Shack,
JJ's Meat Shak,
Big Dog (Food Truck),
Chambers Steakhouse,
The Discovery Inn,"[110, 247, 789, 807, 852, 1505, 1604, 1610, 1674, 1726, 1921, 2125]"
The Witches Brew,"[511, 699, 789, 1562, 1658, 1725, 2090, 2315, 2385, 2897, 2906, 2959]"
Randville Bar & Grill,
BEIRUT RESTAURANT,
Himalayan House - Nepalese/Indian Restaurant,
Papa bear grill,
Brownie's Hamburger Stand,
Taco Bell (Mall Food Court),[473]
"1st Look Realty, Inc",
Ty's Food & Spirits,
Fillings Road Cafe,
Sweet Cafe & Bakery,"[374, 1655, 2203]"
First Light,"[1552, 2862]"
Orient Express Webb City,
Cafe Ma'kai,"[11, 26, 61, 143, 249, 282, 407, 547, 562, 610, 690, 857, 948, 1107, 1375, 1442, 1544, 1987, 2126, 2304, 2352, 2573, 2615, 2709, 2721, 2725]"
Manchot Tapas Bar & Restaurant,
Rustic Restaurant & Bar 9,
Antlers Pub & Grill,
Central Donut,"[47, 358, 1289, 2356]"
Rockport Bar & Grill,[1119]
Green Parrot,[643]
Taco's Mexican Restaurant,"[108, 1467]"
Caffi Maes Awyr Caernarfon/Caernarfon Airport Cafe,
Sajnaj's Buffet,
i.v. drip,
Arbil Restaurant,
Bay and Grey,
Bosque Brewing Co.,
Frothy Dog Coffee Company Rainsville,[1479]
Angaara Restaurant,[1510]
Pawpurr's Bar,
Jonestown Road at Burger King,
El Rey Crawfish & Oyster Bar,
Klatch Coffee San Dimas,
Alejandro bar and grill,
Sako's Pizza,[345]
Blue Star Live,
Alpina Coffee Café,
Aunt Sally's Cafe,[599]
La Gastronomia,
The Source Lounge & Grill,"[172, 334, 420, 509, 1064, 1209, 1822, 2498, 2973]"
Woodstone Pizza,
Brielle's Bistro,
Frankie Rowland's Steakhouse,
Serrano’s Mexican Grill,
Theo's Coffee House,"[789, 1712]"
The End of the Line Restaurant,"[25, 1574, 2067, 2421, 2930]"
Five Loaves Bakery & Cafe,
Village Square of Fountain,
Golf Park Coffee Co. X FB,
Rock Bottom Tavern,[546]
Fusion Korean Restaurant,
Snappers Oceanfront Restaurant & Bar,
Adventures Bar and Grill,
Clearwater Cafe,
Number Four Sedgefield,[550]
Cielito Lindoo,[2852]
Svago Italian,
Akita Sushi & Hibachi Steakhouse,
MRH Calder,
3 Brother's Family Pizza,"[670, 1707]"
Los Ruizeñores Restaurant,
B52 Bombers,
Park City Desserts & Coffee,
Beyond Brewed,[594]
Joes Place,
Grady V's,[2829]
Hewa Japanese Restaurant,[2701]
Still Vibrato Coffee Roasting,
Letty's Country Store & Cafe,
Leo's Homemade Ice Cream,
Peoples - Wendy's,
Safari Room,
Da HI Brew,
Tacos Calvillo,"[266, 597, 1854]"
Dougie Dan's Grill,
Jay's Village Cafe & Pizzeria,
Renaldo's,
Afghan Kitchen South Surrey,
Wilton Liquor Store,
Nip's Park Avenue Saloon,
Pulp Juice & Smoothie Bar - Ashland,
Blayzin's,
Safari Banbridge,
I Love Tacos Taqueria Restaurant,
Chubby's Cafe Vineyard,
Brackett Burger & Shake,
LA COURMET PIZZA,
Hallie Bar & Grill,
Ajida Mongolian & Ramen,
Groveland Hotel,
El Sabor de El Wichy’s,"[437, 1263]"
Strizzi's Restaurant - Pleasanton,
Jenny's Fried Chicken,
Langley Wendy M,
Minnesota Landscape Arboretum - Advance Reservations/Tickets Required,
Vietnamese Cuisine & Sushi,[981]
The Boat House Bar & Grill,"[172, 420, 509, 1200, 1294, 1420, 1450, 1505, 1696, 1699, 1765, 1941, 2067, 2094, 2135, 2155, 2973, 2980]"
Hebrews Coffeehouse Magnolia,
Divine Merci Restaurant,
Party Fowl Murfreesboro,
Yasmins Restaurant and Takeaway,
"Dr. Wendy M. Book, MD","[985, 1852]"
Dana's Cafe,
Mamma's Pizza & Subs,
37 Cedar Restaurant and Bar,
Shells diner,[1966]
DongSin,
Wholly Cow Burgers,
Lighthouse Inn & Restaurant,
C. Knight's Steakhouse,
International Dog House,
Tree Country Bistro,
P & L Sammich Barista,
158 Main,"[21, 423, 1391, 1871, 2112]"
Restaurant Pizza Works,"[2015, 2904]"
Vista Beauty Bar,
The Arnold House,"[404, 537, 734, 789, 807, 836, 941, 1048, 1173, 1278, 1505, 1604, 1712, 2347, 2499, 2882]"
Johnny's Little Bar,[2092]
Lagoon,
La Taza Cafe & Bakery,
Rumor Has It... Pub & Grill,
The Riverfront Bakery,"[348, 1071, 2680]"
Paula'z,
D'Agostino's Navajo Bar & Grille,
Horseshoe Curve Restaurant,
Smokey Bear's BBQ & Grill,
Dr. Wendy Johnson,"[464, 985, 1827, 1994]"
Juicy's Soul Food Cafe,
Tacos El Charro,"[266, 473, 597, 1799, 2668]"
Spanglish,
Stonewall's Tavern,
Tex Reds Solo Cup BB-Q,
The Northern Point,"[511, 698, 705, 717, 751, 789, 854, 1018, 1071, 1317, 1390, 1416, 1437, 1562, 1624, 2232, 2475, 2625, 2638, 2863]"
Bantam Pizza & Restaurant,
DBC Bar & Grill,
"Capt'N Pete's Dairy Dock, LLC",
Behnke's Bucksnort Resort,
Dairy King-Hurdsfield,[1271]
Pizza Company,[2093]
Donnie Russell's Pic III,
Amici at The Falls,[2151]
Terries place,
Karvelas Pizza Co. Lagrange,
"Dr. Lounis Fabien, DDS",
Amerikanos Grille,
Mainha,[1839]
AWAREmed Johnson City Oxygen BAR,
Lucky's Burger & Brew,
TRESINI,
Eros Gourmet Pizza & Deli,
"Flory Restaurant and Café, Bodmin",
Snowy Village Dessert Cafe,
Red Cardinal Desserts and Cafe,
Barista Parlor Marathon Village,
Silver Bullet Bar & Casino,"[210, 1221, 2050]"
Rainbow,
La Cocina de Alex,[2258]
Angelini's Ristorante Italiano,[292]
Chadwicks Pub & Sports Bar,
Downtown by Beer Tree Brew,
Riverbend Pub & Grill,[515]
Little Moon Cafe and Tea,
Maddi Mae's Café & Creamery,
Elm Street Bakery,
Birch Tree Bakery & Cafe,
What’s Cookin’,[769]
Firehouse Subs Northwoods Crossing,
Joelle's Bakery and Cafe,
Cottonwood Bar,
Peter B’s Brewpub,
Prairie Grass Cafe,
Leola Pizza,
C Bar J,
PaPa's Place,[2168]
Simple Cafe & Juice Bar,
Bull & Dog,
The Trestle Club,"[156, 239, 584, 789, 1313, 1317, 1360, 1658, 1842, 2322, 2385, 2906]"
Gloria's Kountry kitchen,
Koko Bakery,
Bistro 26,"[1129, 1428]"
American Pit BBQ,"[1569, 2763]"
Mr. Wang's Chinese Restaurant,
Özgür Turkish Restaurant,
Morel's Restaurant,
Experience Grand Rapids,
Exceptional Cafe,
Elif Restaurant Queens Drive,
Amiga Cafe,
Sara Restaurant,"[46, 636, 1358, 2416, 2564, 2691, 2851]"
DoubleTree by Hilton Hotel Springfield,
Whole Fried Chicken,
Comida boa,[893]
Stevie's Café & Catering,
Rubicon Café,
Downtown El Paso,[1208]
The Find,"[89, 110, 699, 789, 1071, 1172, 1205, 1674, 1725, 2188, 2250, 2344, 2499, 2914]"
The Pearl Street Pub,"[172, 406, 789, 1227, 2424, 2625, 2903]"
ChuanDe BBQ,
Sunrise Breakfast Tacos,[2492]
Kooks Restaurant,
Four Sea Restaurant,
Wild Fish Restaurant,[1012]
Ping Pong Soho,
Yeung Ho II,
Kalpakavadi Restaurant,
The Block Bar & Grill,"[43, 64, 140, 334, 765, 789, 1141, 2232]"
Diamond Den Nutrition,
Siesta Coffee,[669]
Paul's restaurant,[1956]
Portelli's Joe N' Dough Cafe,
Hana Teriyaki,
La Fiesta Mexican Grill,
Madison/Lincoln NE corner (Rosie's Cafe),
Boba V Cafe,
Café Camino,"[61, 365, 864, 1325, 1442, 1533, 2201]"
The Sea Restaurant & Bar,"[37, 172, 369, 406, 496, 854, 1018, 1200, 1450, 1693, 1696, 1822, 1964, 2030, 2067, 2155, 2360, 2424, 2500, 2642, 2806, 2817, 2867, 2909]"
Mondo’s bar & restaurant,
Marinas Mexican Restaurant & Bar,
Marshallz Grill,
Buffet Malo Misto,
Starbucks International Arrival,"[619, 1225, 1623]"
Yalee's Asian Bistro,
Amp Coffee,
Old Detroit Bar and Grille,
A'Nets Katch,
Jimmy D’s Spaghetti Joint,
Danny's Seafood / Bar & Grille,
Village Donut Shop,
Kastore Restaurant,"[774, 1509]"
Best Bagel III,
Papi's Restaurant,[1934]
Safran Charcoal,
U Food Grill,
Curry Leaf,
Krüg Corner Pub,
Two Friends Patio Restaurant,
Ling Ling Chinese Buffet,
White Bakery,[1052]
The Mane Studio & Beauty Bar,"[144, 275, 369, 1206, 1693, 1941, 2067, 2642, 2867]"
ANDERSON SERVICE,"[8, 1113]"
Shelton Vineyards,[1831]
Squam Lake Inn,
Espresso Yourself Coffee Shop,
LAMAESTRA COFFEE SHOP,
Yuan Fu,
Super Snack,[2103]
Hampton Inn Miami Airport East,
Los Panchos Restaurant Bar,
Plazita México Café,
Java June's,
Back Draughts,[2727]
Europa Bar & Restaurant,
North China Restaurant,"[829, 867]"
Max's Seafood Cafe,
Mojo’s Restaurant,
Nashvilles,
Brent's Delicatessen & Restaurant,
Bass Lake Cheese Factory,
Black Bear Diner Suisun City,[205]
Wendy Goodwin Acupuncture Wendy Goodwin,
Great Plains Kitchen,"[580, 1102]"
Cafe 31 North,"[11, 61, 200, 249, 282, 407, 547, 562, 610, 690, 811, 857, 948, 1107, 1375, 1544, 1739, 2068, 2352, 2520, 2573, 2615, 2629, 2697, 2702, 2709, 2721, 2725]"
Romo's Mexican Resturant,[1992]
Strasburg Espress,
Soto Houston,
Seven Springs Farm,
Romo's Mexican Restaurant and Cantina,[1988]
MCDONALD'S FC,"[904, 2309, 2590]"
Dr Wendi Jones DC,"[985, 1852]"
Panaderia y Restaurant El Cafetal,
L L's Bar & Grill,[2458]
Grey Walls Hotel,
Command Coffee,"[1070, 1443]"
"Citizens Of Soho, A Breakfast Cafe",
Light of Asia,
Bean Wendy I CPA,[821]
Nick & Joan's Place,
Brioche Doree,
Casa del Lago Mexican Restaurant,
Chummy's Accessories,[2303]
Asian chili spot Chinese restaurant,
isi's Pizza,
Cardinal Spirits,
Plum Tomato Pizzeria & Restaurant,
Fried Rice 2,
Minerva Indian Restaurant Jacksonville,
Given Coffee Co,
Pig & Whistle Restaurant,
"Theo's Steaks, Sides & Spirits - St. Michaels",
1863 Restaurant,"[115, 467, 805, 1615, 1840, 2559, 2904]"
Cafe de Crepe,"[11, 26, 61, 143, 407, 547, 610, 690, 998, 1001, 1107, 1375, 1399, 2352, 2508, 2615, 2629, 2709, 2721, 2725]"
The Grille at Runways,"[105, 596, 734, 969, 1562, 1624, 2030, 2923]"
"Wendy Blymyer, DC","[119, 274, 465, 466, 479, 711, 2031, 2238, 2515]"
Waffle House #667,
Jetty Shack,
Edwards Right Price Market,[813]
Macdonald Berystede Hotel & Spa,[831]
Tony D's New York Pizza & Restaurant,
Tom's Pizza And Steak House,
Reef middle eastern restaurant llc,
Coldra Court Hotel,
The Last Call Bar and Grill,"[144, 432, 1048, 1064, 1200, 1374, 1696, 2038, 2135, 2642, 2973]"
Nutcracker Family Restaurant,
Cabana Mexican Bar and Kitchen,
The 69 Restaurant & Bar,"[37, 55, 369, 789, 854, 941, 1134, 1184, 1390, 1437, 1562, 1922, 1941, 2017, 2067, 2155, 2498, 2542, 2603, 2625, 2817]"
"Wendy Baumler, MA","[274, 465, 466, 479, 524, 711, 2018, 2238, 2515]"
Fog & Fern Coffee House,
Food Express Chinese Restaurant,
Aroma del Che... CAFÉ,
Lost Brewing Co. Cafe & Craft Beer Bar,
Bunso Breads Bakery & Cafe,
Pizza Walla,"[795, 2391]"
The Kitchen Table Restaurant,"[25, 144, 535, 578, 1054, 1064, 1200, 1374, 1696, 2027, 2135, 2421, 2542, 2680, 2712, 2930, 2973]"
The Overflow Cafe',"[140, 156, 239, 584, 789, 1056, 1172, 1317, 2344]"
Bowdies Chophouse,
Mas,"[1456, 1520]"
AV Sushi Rolls and More,
Thai Diamond,
Kings Garden,
Cookies' 10 Pin,
Breakfast Club of Menifee,
Messenger House Restaurant,
RiverCity Grille,[515]
The Cherry Pit Cafe and Pie Shop,"[635, 1497, 1574]"
Silver-D-Bar Training Center,"[210, 1880]"
Good Grub BBQ,
Two Sisters Creole Kitchen,
Don Patron | Mexican Restaurant,[1581]
Verona’s Pizza Fairborn,
Mom's Savona Diner,
The Lake Placid Stagecoach Inn,"[141, 1497]"
Moose McGillycuddy's - Kihei,
Captain Pat’s Seafood,
Himalayan Flavor-Logan,
Broad Street Pizza,
85C Bakery Cafe - Sugarland,
Tshirts custom station,
Harvest Thyme Cafe,
Versailles Restaurant Cuban Cuisine,
Kos Pool and Bar,
Astro Burgers,
The Treehouse Restaurant,"[25, 37, 172, 174, 369, 578, 671, 1127, 1209, 1693, 1765, 1771, 1822, 1941, 1964, 2030, 2135, 2155, 2360, 2424, 2498, 2500, 2642, 2712, 2806, 2817, 2867, 2973]"
Cafe Nouveau,"[11, 26, 61, 282, 338, 407, 547, 610, 811, 948, 998, 1375, 1442, 1987, 2304, 2520, 2573, 2615, 2697, 2721, 2725]"
Murray-Aikins Dining Hall,
Society Table,
Delizioso Pizza,[131]
Coffee#1 Totnes,"[563, 723, 1188, 1189, 1613]"
Wendy's Custom Sewing and Embroidery,
Continental Market & Bistro,
Downtown Disney District,
louie's pizza express &Fry Chicken and fish,
